id,authors,category,date,header,medium,format,genre,mediumType,price,section,text
81630157,['Ana María Aragonés'],PRENSA,2019-09-23T17:46:57Z,Inaplazable una nueva política migratoria,YUC La Jornada Maya,IMPRESO,Artículo,Prensa Estatal,200.483,General,"abría que recordar que las estrategias aplicadas a partir del pasado 10 de junio, cuando el presidente de Estados Unidos, Donald Trump, ameñazó con aplicar un arancel a las exportaciones mexicanas, cambiaron radicalmente la propuesta inicial del gobierno de Andrés Manuel Lápez Obrador, quien en los primeros meses de su administración enmarcó su política migratoria en el respeto de los derechos humanos de los migrantes, al considerar que se trataba de una migración forzada y para revertirla era necesario atacar sus causas. Respondiendo a esa idea, se decidió darles protección y visas humanitarias a aquellos que lo solicitaran previo registro, no como medida de control, sino para evitar la indocumentación, pero sobre todo para detectar a los traficantes de personas; se les alojaría en albergues y no en centros de detención; la deportación se utilizaria sólo como el último recurso. Respeto irrestricto de los derechos humanos, aplicando los acuerdos internacionales firmados, como el Pacto Mundial para una Migración Ordenada, Regular y Segura. Ante este cambio sustancial en relación con lo sucedido en ñubiernus anteriores, no tardó en egar la amenaza para que México controlara los fujos migratorios so pena de aplicar los citados aranceles. El resultado, cambio de estrategia migratoria, deportaciones en número cercano a las 100 mil personas, 30 mil más devueltas a México para esperar la resolución de sus casos de asilo en Estados Unidos, migrantes sin poder transitar por el país, 25 mil integrantes de la Guardia Nacional dedicados a controlar a los migrantes, disminución de los flujos en más de 50 por ciento. Ante el cierre virtual de la frontera con Estados Unidos y sin recursos suficientes para cumplir con sus funciones, el Estado mexicano se vio rebasado y con dificultades para hacer realidad el trato humano y de respeto a los derechos humanos en su más amplia acepción, lo que generó graves críticas por parte de la Alta Comisionada de la ONU para los Derechos Humanos, Michelle Bachelet. A pesar de ello, el canciller mexicano Marcelo Ebrard señaló en su reunión con integrantes de la Casa Blanca, que seguirían controlando la migración hasta alcanzar el objetivo propuesto. Estos lamentables acontecimientos dejan, sin embargo, muchas lecciones. En primer lugar, es necesario que el gobierno reconsidere su política migratoria teniendo como horizonte que las amenazas de Donald Trump no vana parar: es un discurso que le reporta beneficios electorales. En segundo lugar, debe responder a los intereses soberanos del país, a los más altos valores de la diplomacia mexicana y tomar en cuenta los acuerdos internacionales firmados. Y en tercer lugar, lo más importante: hay que enfrentar el cierre virtual” de la frontera con Estados Unidos, responsable del enorme caos creado en las comunidades del norte de México, y que tendrá consecuencias más lesivas a partir de la nueva norma aprobada por el máximo tribunal estadunidense que restringe las solicitudes de asilo de inmigrantes en la frontera con México. Es decir, para poner en marcha la nueva política migratoria, de acuerdo con los principios y directrices recomendados sobre derechos humanos en las fronteras internacionales: dar cabida a los migrantes, con independencia de su situación legal y con derechoa disfrutar de sus derechos humanos sin discriminación teniendo en cuenta la perspectiva de género e infantil, se requiere la colaboración trasfronteriza entre los estados vecinos, es decir, de Estados Unidos. Precisamente ese es el principal problema, pues promueve una política restrictiva en la frontera y la convierte en tina zona de exclusión o excepción exacerbándose los riesgos a los que se enfrentan los migrantes, y crea zonas de ilegalidad e impunidad en las fronteras. Esta política restrictiva, además de ser totalmente ineficiente, complica los esfuerzos para prevenir y combatir el tráfico ilegal de migrantes al obstruir la cooperación internacional para poner fin a la impunidad de las redes de traficantes, todo lo cual genera su expansión sin límites. Seguir sosteniendo que la estrategia se basa en el control para amansar a la fiera” es totalmente inaceptable, las medidas restrictivas de ninguna manera son la solución, se retorna a los migrantes a condiciones de miseria y de inseguridad, donde los derechos humanos son amenazados. México está en un punto de inflexión; es urgente buscar una respuesta regional coordinada, con el apoyo efectivo de todos los países de la región y de la comunidad y organismos internacionales. Una reunión en la que se discuta también la propuesta presentada por la Cepal Plan de Desarrollo integral con la finalidad de construir un *espacio de desarrollo en el lugar de origen para que la migración sea una opción y no una necesidad” y de esta forma atacar sus causas. Al tiempo que se acuerdan respuestas coordinadas de asistencia y protección para una gestión migratoria cuyo eje sea la seguridad humana. amaragonestb gmail.coms 66 Hay que enfrentar el cierre virtual” de la frontera con EU y sus efectos lesivos"
81630197,['José Luis Domínguez Castro'],PRENSA,2019-09-23T17:49:22Z,¿Diplomáticos en Mérida?,YUC La Jornada Maya,IMPRESO,Artículo,Prensa Estatal,347.58,General,"Cuando emprendas el viaje hacía ltaca, vora para que la jornada sea larga, llena de aventuras y experiencias” (Eduardo Subirats. Filosofía y tiempo fimal) ace apenas unos meses nosenteramos de que, en Mérida, vive un grupo de diplomáticos en retiro. Ex embajadores, ex ministros y ex funcionarios de la Cancillería, que, sin proponérselo, han coincidido, sentando sus reales en esta ciudad capital del pais que no se parece a otro. Todos ellos, con experiencias por lo demás diversas y enriquecedoras para cualquier ciudadano que se anime a conocerlos y compartir con ellos sus abundantes aventuras de viaje acumuladas por varias décadas. Tuvimos oportunidades de escuchar a tres de ellos en un interesante conversatorio organizado por Eduardo del Buey y Annel Góngora, colaboradores de La Jornada Maya, en la Casa de Libros José González Beytia. El evento, que se llevó a cabo el pasado 3 de agosto, tuvo por finalidad presentarnos la importancia que ha tenido y sigue teniendo la diplomacia en sus distintas facetas: de representación oficial del país y de negociación en distintos foros, así como de protección de los derechos de los connacionales, más allá de la expedición de pasaportes y matrículas consulares. Así, los diplomáticos en retiro compartieron con los asistentes interesantes anécdotas relacionadas con la firma de acuerdos internacionales, o su participación en las comisiones negociadoras en delicadas situaciones políticas, tales como la firma de la paz con la guerrilla colombiana o la conciliación ante el conflicto salvadoreño generado entre el gobierno y el Frente Farabundo Martí para la Liberación Nacional. Enriquecedor resultó este encuentro en el que aprendimos del personal diplomático de carrera, formado en las filas del servicio exterior mexicano, la manera en la que continuaron en su momento y en distintos escenarios, la tradición diplomática mexicana defensora de los derechos humanos y promotora de la paz y la concordia entre los pueblos. Á través de sus didácticas intervenciones, Fernando Sandoval Flores, Sergio Saavedra Meléndez y Eusebio Rivera y Esquivel, nos recordaron los principios constitucionales que los guiaron y los tratados internacionales en los que México ha basado su politica exterior, independientemente del partido que estuviera gobernando. Interesante también resultó el imaginar la manera profesional con la que, como funcionarios, tenían que actuar en los diversos escenarios, dejando a n lado las posiciones personales o ideológicas de cada uno. ¿Cuál esel futuro de la diplomacia mexicana?, o ¿cómo puede ésta servir al desarrollo nacional y regional? Son dos de las preguntas que quizá quedaron sin contestar, pensando quizá en organizar otros foros similares, abiertos a los posibles cuestionamientos de los participantes. Importante también fue el recordar que, así como estos diplomáticos ahora radicados en Yucatán, representaron dignamente a nuestro país y entregaron largos años de su vida a la política exterior mexicana, otros yucatecos ilustres antes que ellos, pusieron su granito de arena en la construcción del estado de derecho y de las buenas relaciones con los países latinoamericanos: El más antiguo de ellos, Manuel Crecencio García Rejón y Alcalá, quien hace casi 170 años puso las bases del derecho de navegación, a partir de su recorrido por los ríos del sur del continente; Álvaro Torre Díaz, embajador de México en Brasil, quien supo gestionar condiciones favorables para el henequén yucateco, hace más de 100 años, En correspondencia, hace 70 años, los gobiernos de pueblos hermanos del continente, como Brasil, Argentina y Cuba, supieron también, en ese momento acoger y recibir con honores al gobernante yucateco, José González Beytia, quien había renunciado a la gobernatura del estado en aras de defender el régimen federalista que se veía amenazado. Importante es el reconocer esta presencia de los diplomáticos en Mérida, y junto con ellos, aprovechar su gran experiencia para la construcción de nuevos horizontes educativos y culturales, más allá de nuestras fronteras. Y en las finanzas, el comercio y el turismo, aprender de ellos nuevas formas en las relaciones internacionales que favorezcan el desarrollo peninsular y nacional. Finalmente, desde Mérida, la de Yucatán, deseamos mucho éxito a nuestros embajadores sin cartera Billy y Annel, en su nuevo desempeño en el lejano oriente, esperando leer pronto en LIM sus crónicas de viaje. Jluis.domii nguez/rorreo.uady.mx Importante es el reconocer esta presencia de los diplomáticos en Mérida, y junto con ellos, aprovechar si gran experiencia"
81630311,['Cesar Daniel González Madruga'],PRENSA,2019-09-23T17:55:30Z,Una visión mística del 209° aniversario de la Independencia de México,YUC La Jornada Maya,IMPRESO,Artículo,Prensa Estatal,426.619,General,"1 aniversario 209 de la In- dependencia de México fue conmemorado por el Presidente Andrés Manuel López Obrador, justamente con 20 gritos, 20 vivas”, 20 reconocimientos a quienes hicieron posible la gestación de nuestra patria. Por ello es menester reflexionar sobre el número 20, debido a que nuestros ancestros, cuando se dieron a la tarea de medir y contar el tiempo, por razones geo-matemática y astronómica, consideraron al 20 como eje rector para contar el paso de los días. Tanto para los mexicas en el calendario azteca como para los mayas en el Trolkin, donde el calendario civil y ceremonial estaba conformado por 13 meses respectivamente, de 20 días, de hecho son 20 grifos sagrados en sus cuentas. Así mismo el 20 se ve reflejado en el número de dedos con los que nacemos los seres humanos por ello era un número que también ocupaban para la medicina y la anatomía. Y este número también era representado por 20 cerros y volcanes sagrados que acunan el valle de la Ciudad de Méxtico y cada uno tiene el nombre de los 20 grifos sagrados del calendario. Haciendo remembranza y apología de los 20 vivas” del presidente, el primero fue dedicado a la Independencia, que en estricto sentido, de acuerdo a su etimologia latina, significa in (negación), dependere (estar bajo la voluntad de otro), acción y efecto de no estar bajo la voluntad de otro”, y siguiendo los códigos de la endolingúística se puede comprender como: in- en, desde dentro, interno”, dependere, depender, es decir depender desde adentro, de lointerno” y ese fue el grito inicial ¡Viva la Independencia!, la cual busca a través de diversas formas de actuar del nuevo gobierno lograr, entre otras cosas, la soberanía alimentaria y el fomento a la inversión interna para que México pueda emanar desde su grandeza interna. Después se hizo la evocación al personaje que logró aglutinar las voluntades necesarias para gestar la guerra sagrada de Independencia, constituyendo así la primera transformación de México y fue el ¡Viva Miguel Hidalgo y Costilla!, el que aperturó la memoria histórica. Cuentan los anales que cuando Napoleón Bonaparte al saber de las estrategias militares de José María Morelos, dijo que con dos Morelos podía conquistar el mundo”, sin embargo, de tener derecho de réplica Morelos, seguramente hubiera pensado que con dos Napoleón hubiera libertado al mundo entero, y así se sintió el tercer viva a nuestro Siervo de la Nación. Sin lugar a dudas la mujer más recordada en esta gesta heroica es Doña Josefa Ortiz de Domínguez, sin embargo la justicia histórica ha empezado a visibilizar apenas a otras mujeres que también hicieron Patria, como lo fue también Leona Vicario quien se llevó otro viva. Mujeres de luz, de amor, de lucha, valentía y convicción, que no titubearon niun sólo momento por defender el legado más grande que podían heredar a sus hijos e hijas, una nación libre, soberana e independiente. Después vino el ¡Viva Ignacio Allende!, otro gran ser humano con espiritu y temple guerrero, cuyo amor lo llevó a sumarse y diseñar la Independencia. En nuestro vientre parimos a los hijos e hijas de la patria y es un nombramiento que nos queda a todos, empezando por los personajes mencionados, los héroes, pero también los padres y madres que han y hemos parido con responsabilidad, para co-crear y enriquecer a nuestra nación, ¡Vivan las madres y padres de Nuestra Patria! Siguieron los Vivas en el zócalo. El más grande de todos los héroes en anonimato es Dios, que sólo puede entenderse cuando se encarna en la verdad, en el amor, en el cuidado, en el más sutil respeto y quienes deciden encarnar aquella especie de divinidad, son seres de luz, que despiertan al héroe interno concada amanecer, ¡Viva los héroes anónimos!. Quienes viven cotidianamente en el heroico Pueblo de México, que como diría Fernando Delgadillo, en esta tierra conoci la dignidad del que trabaja para ver crecer los suyos, del que se esfuerza a superar su condición, aún a pesar de cruzar tiempos de infortunio” sacando la casta heroica injertada en su sangre mestiza, por ello ¡Viva el heroico Pueblo de México! El ¡Vivan las comunidades indigenas!, fue un erito que reconoce las raíces profundas de nuestra patria. Las reservas espirituales de México están vivas y siguen en pie de lucha recuperando su dignidad, como agua de manantial sigue yaciendo su sabiduría milenaria. Por ejemplo para los rarámuris, Onorúame, es decir la energía sagrada, se va haciendo en cada cosa y se encuentra por todas partes, así como el Tloque Nahuaque de los nahuas, el cerca y el junto en cada existencia. Y luego vino el ¡Viva la libertad!, la cual es imprescindible para que los habitantes de la gran Nación mexicana vivan en plenitud trabajando para que los miembros de cada familia gocen de salud, seguridad y felicidad. Y sólo de la mano de la libertad, pueden entenderse los valores que encabezaron la Guerra de Independencia. Luego vino el grito por la justicia como aquella balanza, que pesa todo en su justa medida. Ese es el gran reto que tenemos como mexicanos, restaurar la justicia ¡Viva la Justicia! La democracia en México, en cada ciclo electoral, continúa pidiendo acercarse a su esencia genuina, es decir una democracia real, sin compra de votos, ni de voluntades, pide que sea el pueblo consciente el que conduzca su gobernanza, así llegó el ¡Viva la democracia!. En estos momentos de un miundo en pugna y la localización geoestratégica de México y sus recursos naturales, se apela al valor de la fratemidad Universal como una máxima sin dejar de extender la mano al prójimo bajo el principio de respeto mutuo, la cual, desde el ¡Viva nuestra soberanía!, se tejen los elementos claves para que ¡viva la fratemidad universal! Como bien dice Calle Trece la guerra pierde todas las luchas cuando los enemigos se escuchan... a la guerra le dan miedo los abrazos. Abrazos no balazos, así que regalemos abrazos y co-creemos círculos de perpetua fratemidad, donde nos acerquemos más a nosotros mismos y nos alejemos de los vicios y del falso ego, abracemos a la familia, a los hijos, a los seres amados y tendamos esos puentes profundos de fraternidad, haz tu parte, escucha, y contribuye al ¡Viva la Paz!. porque en la grandeza cultural de México es donde se permitió la gestación de la raza cósmica, que develó Vasconcelos, la raza más mezelada, que tuvo la capacidad de integrar todo en uno gracias al amor y al ¡viva la Grandeza Cultural de México!. Para cerrar el presidente hizo tres ¡Viva Méxicol, el gran mantra que nuevamente a través de su etimología y con los códigos endolingúísticos, podemos comprender a México como me, meztli-luna, xi-ombligo, centro, co-ugar, y a su vez la luna para los mayas se entiende a través de su representación que era Ixchel o también conocida como la diosa del amor”, así que decir México puede interpretarse como el centro o vórtice del amor”. ¡Viva México!, ¡Viva México!, ¡Viva México, el vórtice de amor! La justicia histórica ha empezado a visibilizar apenas a otras mujeres que también hicieron Patria La democracia en México, en cada ciclo electoral, continúa pidiendo acercarse a su esencia genuina"
81631021,['Leonardo Páez'],PRENSA,2019-09-23T18:32:42Z,"¿La fiesta en paz? // Plaza México, merecida asistencia",YUC La Jornada Maya,IMPRESO,Columna Deportes,Prensa Estatal,197.513,General,"do cosas que antes nos parecian inadmisi- bles, y también se afirma que con los años a uno ya poco le importa que sus antojos se conviertanen daños. S E DICE QUE con la edad uno va permitien- DE NADA HAN servido las recomendaciones de los jilgueritos del sistema taurino para que la gente asista a la Plaza México y asi apoye a la fiesta”, es decir, a la mezquina oferta de fiesta del actual monopolio, el más adinerado de la historia y el menos imaginativo, reflejo del menguado profesionalismo de sus operadores y su desinterés por tomar en cuenta a la afición. Poco más de dos mil asistentes en la novillada inaugural y algo menos enla segunda, el lunes 16, en un cosó con 42 mil localidades, hablan muy mal de los criterios para gestionar ese escenario. Sin embargo, tan pobres asistencias no les preocupan a las autorreguladas empresas. A ESPECTÁCULOS TAURINOS de México, SA, ETMSA, la división taurina de Alberto Bailleres, ño le interesa realizar encuestas ni estudios de opinión para conocer las demandas del público, sus expectativas y rechazos”, señalamos en el reciente Coloquio Internacional celebrado en Tlaxcala. Ya no preguntamos por qué los operadores de las poderosas empresas que han manejado la Plaza México desde hace más de un cuarto de siglo son intocables, no obstante sus pobres resultados y su sistemática desatención a un espectador literalmente corrido a patadas. SIN CAPACIDAD DE liderazgo profesional, añadíamos, ETMSA, que maneja la Plaza México, pasee las dos de Aguascalientes y las de Guadalajara, León, Monterrey, Irapuato, Tijuana, Ciudad Juárez y Acapulco, es el consorcio taurino más adinerado de la historia, pero su sentido de competencia se reduce a disputar con empresas menores a las mismas figuras importadas, reduciendo el interés de las públicos por la fiesta a tres o cuatro nombres extranjeros. En contraste con el resto de sus exitosos negocios, la división taurina del consorcio, sin una filosofía de servicio, cultura de calidad ni responsabilidad histórico-cultural, parece orientarse a las utilidades extrataurinas 0 fiscales” ES QUE HACE tiempo don Alberto ya no se entera de lo que sucede por debajo de la fiesta”, comentaba en una boda uno de sus ejecutivos, y añadía: por encima de Juan Pablo Bailleres, el hijo taurino de don Alberto, el verdadero poder tras el trono es el modesto matador español en retiro Antonio Barrera; él es quien ordena y desordena y el que gira instrucciones a sus subordinados, los modestos matadores mexicanos en retiro Mariano del Olmo y Mario Zulaica. Incluso en febrero de este año, en carta abierta, un apoderado acusó de extorsión a Barrera y a del Olmo ante el jefe, pero no pasó nada.” ¿NO HAY QUIEN ponga orden?”, preguntó una bella dama en la misma mesa. Pues no, por lo menos desde hace 25 años, en que las autoridades panistas en la delegación y ahora alcaldía Benito Juárez se han puesto de acuerdo con los AlemánHerrerías, primero y con los Bailleres-Barrera, desde hace tres años”, respondió el informante, y remató: todos están inconformes con Barrera y sus empleados, pero nadie dice nada, nila crítica ni Tauromaquia Mexicana ni otras empresas ni ganaderos, toreros o subalternos por temor 4 ser vetados. La empresa taurina del jefe es tan poderosa que tiene a todos perfectamente alineados, y alos que conservan cierta autonomia se las tratan de quitar por todos los medios.” LA TRADICIÓN TAURINA de México, pensé, eñ manos de modestos matadores en retiro y en complicidad con autoridades panistas. Su suerte entonces está echada."
81307042,['José Ortíz'],PRENSA,2019-09-09T13:40:13Z,Despertar en la IV República // Los informes de ayer,YUC La Jornada Maya,IMPRESO,Columna Política,Prensa Estatal,70.8367,General,"AS PERSONAS MA- YORES de 50 años re- cordamos el informe presidencial como el acto supremo de una monarquía. Los presidentes de la época de oro (del sistema PRIgobierno) eran mucho más que el más alto funcionario de la nación. Se parecian más a un rey absoluto que se presentaba ante un Congreso débil, dispuesto siempre a aprobar sus iniciativas, aplaudirlas y a aclamarlas. Por eso, es muy dificil asociar el pri-mero de septiembre a la apertura de los trabajos legislativos, se recuerda mas bien la expresión de lealtad y apoyo absoluto a cada uno de los presidentes convertidos en poder supremo incontestable, que apenas ocultaba sus razgos autocráticos en un frágil disLA MEMORIA QUE tenemos de esos actos revela sin duda lo que significaba el presidente para los mexicanos y los límites de su poder. Para empezar, su poder era temporal, se reducía a los sexenios y además [ya que el poder legisla-tivo y judicial eran sumisos), quie-nes verdaderamente limitaban al presidente eran los grupos de interés, factores reales de poder que nunca salían a la superficie, pero queimpedían al presidente tomar iniciativas benéficas para la mayoria. EN LO FORMAL el presidente no rendía cuentas. El primero de septiembre era el día del presi-dente: un semiferiado en el que se consideraba deber cívico de los súbditos escuchar lo que el jefe del Ejecutivo quisiera decir. LA LARGUÍSIMA TRANSICIÓN del sistema monárquico a un sistema republicano moderado va reflejándose en el acto protoco-lario. Así, el informe presidencial ha dejado de hacerse frente al Congreso y se da en una atmós-fera restringida."
81631231,['Puntos Sobre las Íes'],PRENSA,2019-09-23T18:44:38Z,Puntos sobre las íes // Recuerdos,YUC La Jornada Maya,IMPRESO,Columna Política,Prensa Estatal,123.352,General,"SCRIBIÓ CONCHITA... UN DÍA DE toros. PARA EL TORE- ROqueva a actuar, las emociones de toda la mañana se van acumulando hasta el momento escalofriante del toque del clarín. DESDE QUE DESPIERTA y no se puede volver a dormir debido al ruido de la llegada de coches y forasteros, el torero siente unas cosquillas en el estómago que ya no lo dejan descansar. ANSIOSAMENTE, SE LEVANTA para abrir la ventana y vislumbrar su suerte. Quiere saber si es un día de sol y moscas” y cerciorarse, mirando los árboles cercanos, de que las hojas están quietas tanto como desea. El viento es un enemigo temible. DESDE ESE MOMENTO las horas empiezan a pasar como minutos. Al bajar de su habitación el torero es el centro detodas las miradas, lo que acaba por darle una sensación deilimitada confianza en su persona, convenciéndolo de que sería capaz de conquistar el mundo. Y, al rato, caminardo por las calles, el diestro se identifica perfectamente como parte del incomparable ambiente de una mañana de toros, tan parte como el ruido en los cafés, los claveles en las solapas y los carteles en las esquinas. ¡Qué sensación maravillosa, única! AL TOCAR DE las campañas, el torero se dirige a la iglesia. Allí, quizás advierta un ligero sentimiento de envidia, ante el tranquilo recogimiento de los E¿ resentes. ¡Cómo son distintas vidas de unos y otros en aquellas mañanas! ¡Qué paz la de aquellos, qué santa paz, y cuánta inguietud hay en el torero, que mira con verdadera ansia la imagen de su devoción! Más que seguir la misa, ruega porsu suerte y por si vida, aunque lo disimule. Yo recuerdoque, a pesar de ser católica y forme practicante, había algo que en esos momentos me llevaba hacia la superstición. Procuraba adivinar en las caras impasibles de las imágenes una soñrisa, cosa que frecuentemente, debido a los reflejos de las velas, conseguía imáginar. Entonces me quedaba tranquila. DESPUÉS DE LA misa, a esode las once y media de la maáñana, en los corrales de la plaza hay un movimiento inusita&u Es la hora del sorteo, y los toros, inquietos, pasean de un lado a otro del corral mientras los banderilleros, detrás de los burladeros, van separándolos por lotes. Así quedarán emparejados el mayor con el de menor poder, el más cornalón con el más cómodo de cabeza y el más agradable de tipo con el que menos agrada a los de la coleta. Hechos los lates, un representante de cada matador —escogido por ser el considerado como de más suerte”—saca de un sombrero los números del lote que le tocará asu torero. Enseguida, entre los pesados golpear de las puertas y el repiquetear de los cenceTros, se enchiqueran los toros. Los curiosos al onan la plaza, quedando dentro de sus paredes; los mayorales, alguños empleados y tal vez algún picador que, desconfiado, haya decidido, ante la importancia de los enemigos, quitarle a su jaca algo de temperamento. Ahise queda picando con una garrocha las paredes de los corrales. ENCONTRÁNDOSE NUEVAMENTE EN el hotel y frente al matador, la cuadrilla informe que la entrada será magnífica, que los toros están preciosos y que hay uno como paracortarle las orejas. Esto lo dicen siempre, aunque en las taquillas no haya nadie y en los corrales no existan mas que birrias. Los matadores —charlandocon unos amigos— saben que aquello les toca muy adentro, pero no prestan mucha atención. El pensar en toros ahi da una sensación de inseguridad. Tiene que nacer otra personalidad, la del torero, antes de que se pueda cumplir la profecía de cortarorejas. Las cuadrillas se retiran comentando entre sí las verdades que siempre ocultan al matador. POR LAS CALLES se viven los momentos de las ilusiones. Los aficionados discuten, las entradas vuelan. La empresa está feliz pensando que aún ueden llegar forasteros que e llenen la plaza y presumen los mozos de espadas y las apoderados. Quizás el único que esté en la realidad sea el limpiabotas de la esquina. En sus manos están las rapatillas de las cuadrillas que, desatadas y sin brillo, hablan de lucha y de muerte. Pero ni aquellas resisten mucho tiempo la atmáósfera expectante de un día de toros y, al rato, muy ufanas, brillan desde su puesto en la esquina” (CONTINUARÁ) (AAB) synapsisaabiDgmail.com"
81631745,['José Agustín Ortiz Pinchetti'],PRENSA,2019-09-23T19:25:30Z,Despertar en la IV República // ¡Que viva la paz!,YUC La Jornada Maya,IMPRESO,Columna Política,Prensa Estatal,67.2865,General,"A PAZNO es una circunsL tancia que haya favorecido a todas las generaciones mexicanas. Por ejemplo, los nacidos en 1810 vieron pasar su vida entera hasta extinguirse porque en 74años hubo una discordia civil continua, pronunciamientos, golpes de Estado, guerra interna e invasiones. En cambio, miestra generación ha vivido la paza tal punto que los nacidos, como en mi caso, durante el sexenio de Lázaro Cárdenas pudimos erecer, madurar, decaer y estar próximos a terminar nuestras vidas sin haber tenido que padecer los horrores de la guerra. EN NUESTRAS MOCEDADES muchos pensamos que México no podría tener un cambio profundo sino mediante una nueva revoliución violenta. Esta idea estuvo en boga en muchos circulos universitarios durante los años sesenta, sobre todo después de la represión brutal: la tragedia de Tlatelolco en 1968. Se consideraba que el caminono podía ser el de la democracia burguesa. HOY, CUANDO REPASAMOS la lista de los regímenes que llegaron al poder por medios violentos y la cotejamos con aquellos movimiéntos que lograron grandes transformaciones empleando medios pacíficos, nos damos cuenta de que éstos superan al doble en eficacia a los primeros. Cada vez son meños aquellos que están por la tesis de la violencia como partera de la historia”. La democracia del voto se ha convertido en paradigma universal. CONTODAS SUS deficiencias, la paz ha moldeado nuestras vidas y ha sido la atmósfera que ha permitido al pueblo de México convivir y por lo menos a algunos sectores progresar. Es verdad que los regímenes del Partido Revolucionario Institucional no lograron aprovechar la estabilidad pacífica para modernizar al país. La desigualdad y la injusticia en la distribución de las oportunidades ha permanecido hasta nuestros días. No es necesario ir a las estadísticas, uno puede constatarlo en la experiencia cotidiana. EN FECHAS RECIENTES ha habido un cambio de régimen en México, el cual se dio sin romper un vidrio y sin heridos ni muertos. Por primera vez en nuestra historia una compleja transición ha podido darse sin violencia. Conservar la paz es una condición para que México pueda convertirse en una nación moderna. Colaboró: Mario Antonio Domínguez"
81630335,['Editorial'],PRENSA,2019-09-23T17:56:28Z,Editorial // Cambio climático: el grito de los jóvenes,YUC La Jornada Maya,IMPRESO,Editorial,Prensa Estatal,92.2956,General,"n año y medio después de que la joven sueca Greta Thunberg decidiera faltar a la escuela cada viernes para realizar una protesta solitaria frente al parlamento del reino en Estocolmo, su denuncia contra la indolencia adulta ante la catástrofe climática mutó en un movimiento capaz de convocar a más de 4 millones de personas en 150 países. Durante el más nutrido de los actos que tuvieron lugar el pasado viernes 20, la activista de 16 años se puso a la cabeza de 250 mil manifestantes en la ciudad de Nueva York para recordar que la gravedad del cambio climático provocado por el ser humano exige acciones drásticas e impostergables por parte de corporaciones y gobiernos. Sila lucha iniciada por Greta Thunberg ha logrado un ecomuy superior al de otros colectivos ambientalistas, es por el carisma y la congruencia admirables de la joven —como ejemplifica el hecho de que haya realizado un viaje de varias semanas, en un velero que no genera contaminación, de Suecia a Estados Unidos, debido a las altas emisiones contaminantes de los aviones—, pero también porque surgió en un momento en que las efectos de la degradación ambiental, así como la responsabilidad del estilo de vida occidental en su génesis, se han vuelto simplemente inocultables. La otra fuente de legitimidad y cohesión de la huelga por el planeta” reside en su señalamiento contra los adultos que se encuentran en puestos de poder, quienes se muestran complacidos al hipotecar o de plano cancelar el futuro de los jóvenes en su ciego afán de riqueza, con la consiguiente apelación a que las nuevas generaciones se unan para salvar el planeta que habrán de recibir. Por lo dicho, cabe saludar esta iniciativa y recibir con satisfacción su éxito, pero también es necesario señalar los peligros que la acechan. En primer lugar, aunque sin duda contribuyen a fortalecerla, las adhesiones de la comunidad científica, de trabajadores organizados, de un sinfin de adultos que han cobrado consciencia acerca de los daños que el mado de vida creado por su generación causó al equilibrio ambiental, e incluso de granjeros (un sector tradicionalmente hostil a.f ambientalismo) preocupados por la sostenibilidad, el apoyo de una serie de empresas locales o multinacionales plantea un serio riesgo de cooptación o dilución del movimiento en la lógica del mercado. No es una advertencia hueca, pues la cooptación o banalización ha sucedido de forma reiterada con otras expresiones de protesta que en su origen fueron disruptivas y llevaron a la arena pública exigencias percibidas como radicales por los sectores dominantes. Un segundo riesgo es el de que las gigantescas energias sociales despertadas por Greta Thunberg y sus seguidores no logren transitar de la movilización espontánea a la organización permanente, y de que, en consecuencia, los poderosos a los que interpelan se desentiendan del llamado a la cordura que seles lanza desde las calles de todo el mundo. En la actual coyuntura, cuando la humanidad se encuentra en el umbral de causar un daño irreversible al planeta y de poner en entredicho su propia permanencia en él, sería una auténtica desgracia que la voz de los jóvenes se perdiera como uno más de los malogrados esfuerzos por hacer de éste un mundo donde se garantice el bienestar y la dignidad de todos sus habitantes."
81546875,['Inserción'],PRENSA,2019-09-19T15:46:50Z,Médico a domicilio (Inserción),YUC La Jornada Maya,IMPRESO,Inserción,Prensa Estatal,153.571,Suplemento,MÉDICO A DOMICILIO” e Estrategia eficaz para acercar servicios GOBIERNO ESTATAL de salud a quienes más lo necesitan 2018 - 2024
81630838,['Inserción'],PRENSA,2019-09-23T18:21:46Z,Yucatán (Inserción),YUC La Jornada Maya,IMPRESO,Inserción,Prensa Estatal,70.6961,General,E Napayoticial EJ cuaParoticial E Ejapayoficialme 4 AccionesQueTransforman Juntos transformemos JAPAY Yucatán = GOBIERNO ESTATAL 2018 - 2024 le nP¡ =? l 365 HElsnñn Contamos con tu pago a tiempo para _ o . - - . a brindarte el mejor servicio _o en el suministro de agua potable 20 Recuerda que también j ENN ENN JAPAY con
